[2025-11-26 14:18:26:226] P9078_AxisSetParameter[0-0] PN: 1202, PV: 1, rc: 0
[2025-11-26 23:27:0:270] P9078_AxisSetMaxPositionLimit[1-5], limit: 8000000000000000.000000, rc: 0
[2025-11-26 23:32:1:153] P9078_AxisSetParameter[1-1] PN: 1001, PV: 100000, rc: 0
[2025-11-26 23:32:1:153] P9078_AxisSetParameter[0-5] PN: 1001, PV: 50000, rc: 0
[2025-11-26 23:32:1:154] P9078_AxisSetParameter[1-0] PN: 1001, PV: 100000, rc: 0
[2025-11-26 23:32:1:154] P9078_AxisSetHomingParams[0-5], home: 0.000000, offset: 0.000000, final_vel: -2.500000, search_vel: -5.000000, latch_vel: 0.500000, use_index:0, rc: 0
[2025-11-26 23:32:1:155] P9078_AxisSetParameter[1-4] PN: 1001, PV: 5000, rc: 0
[2025-11-26 23:32:1:155] P9078_AxisSetParameter[0-2] PN: 1001, PV: 50000, rc: 0
[2025-11-26 23:32:1:156] P9078_AxisSetParameter[1-5] PN: 1001, PV: 5000, rc: 0
[2025-11-26 23:32:1:156] P9078_AxisHome[0-5], rc: 0
[2025-11-26 23:32:1:157] P9078_AxisSetHomingParams[1-1], home: 0.000000, offset: 0.000000, final_vel: -5.000000, search_vel: -10.000000, latch_vel: 1.000000, use_index:0, rc: 0
[2025-11-26 23:32:1:158] P9078_AxisSetHomingParams[1-0], home: 0.000000, offset: 0.000000, final_vel: -5.000000, search_vel: -10.000000, latch_vel: 1.000000, use_index:0, rc: 0
[2025-11-26 23:32:1:159] P9078_AxisSetHomingParams[0-2], home: 0.000000, offset: 0.000000, final_vel: -2.500000, search_vel: -5.000000, latch_vel: 0.500000, use_index:0, rc: 0
[2025-11-26 23:32:1:159] P9078_AxisSetHomingParams[1-4], home: 0.000000, offset: 0.000000, final_vel: -5.000000, search_vel: -10.000000, latch_vel: 1.000000, use_index:0, rc: 0
[2025-11-26 23:32:1:160] P9078_AxisHome[0-2], rc: 0
[2025-11-26 23:32:1:160] P9078_AxisHome[1-0], rc: 0
[2025-11-26 23:32:1:161] P9078_AxisHome[1-1], rc: 0
[2025-11-26 23:32:1:162] P9078_AxisSetHomingParams[1-5], home: 0.000000, offset: 0.000000, final_vel: -5.000000, search_vel: -10.000000, latch_vel: 1.000000, use_index:0, rc: 0
[2025-11-26 23:32:1:163] P9078_AxisHome[1-4], rc: 0
[2025-11-26 23:32:1:164] P9078_AxisHome[1-5], rc: 0
[2025-11-26 23:32:1:780] P9078_AxisSetCommandPosition[1-4], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:781] P9078_AxisSetActualPosition[1-4], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:784] P9078_AxisAbort[1-4], rc: 0
[2025-11-26 23:32:1:796] P9078_AxisSetCommandPosition[1-4], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:797] P9078_AxisSetActualPosition[1-4], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:892] P9078_AxisSetCommandPosition[1-0], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:893] P9078_AxisSetActualPosition[1-0], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:894] P9078_AxisAbort[1-0], rc: 0
[2025-11-26 23:32:1:908] P9078_AxisSetCommandPosition[1-0], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:909] P9078_AxisSetActualPosition[1-0], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:925] P9078_AxisSetCommandPosition[1-1], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:926] P9078_AxisSetActualPosition[1-1], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:927] P9078_AxisAbort[1-1], rc: 0
[2025-11-26 23:32:1:941] P9078_AxisSetCommandPosition[1-1], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:942] P9078_AxisSetActualPosition[1-1], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:956] P9078_AxisSetCommandPosition[1-5], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:957] P9078_AxisSetActualPosition[1-5], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:958] P9078_AxisAbort[1-5], rc: 0
[2025-11-26 23:32:1:971] P9078_AxisSetCommandPosition[1-5], pos: 0.000000, rc: 0
[2025-11-26 23:32:1:982] P9078_AxisSetActualPosition[1-5], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:18] P9078_AxisSetCommandPosition[0-2], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:19] P9078_AxisSetActualPosition[0-2], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:20] P9078_AxisAbort[0-2], rc: 0
[2025-11-26 23:32:2:34] P9078_AxisSetCommandPosition[0-2], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:35] P9078_AxisSetActualPosition[0-2], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:97] P9078_AxisSetCommandPosition[0-5], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:98] P9078_AxisSetActualPosition[0-5], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:99] P9078_AxisAbort[0-5], rc: 0
[2025-11-26 23:32:2:113] P9078_AxisSetCommandPosition[0-5], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:114] P9078_AxisSetActualPosition[0-5], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:115] P9078_AxisSetParameter[0-3] PN: 1001, PV: 50000, rc: 0
[2025-11-26 23:32:2:115] P9078_AxisSetParameter[1-3] PN: 1001, PV: 5000, rc: 0
[2025-11-26 23:32:2:116] P9078_AxisSetHomingParams[0-3], home: 0.000000, offset: 0.000000, final_vel: -5.000000, search_vel: -10.000000, latch_vel: 1.000000, use_index:0, rc: 0
[2025-11-26 23:32:2:116] P9078_AxisSetHomingParams[1-3], home: 0.000000, offset: 0.000000, final_vel: -5.000000, search_vel: -10.000000, latch_vel: 1.000000, use_index:0, rc: 0
[2025-11-26 23:32:2:117] P9078_AxisSetParameter[0-0] PN: 1001, PV: 50000, rc: 0
[2025-11-26 23:32:2:118] P9078_AxisHome[1-3], rc: 0
[2025-11-26 23:32:2:118] P9078_AxisHome[0-3], rc: 0
[2025-11-26 23:32:2:119] P9078_AxisSetHomingParams[0-0], home: 0.000000, offset: 0.000000, final_vel: -5.000000, search_vel: -10.000000, latch_vel: 1.000000, use_index:0, rc: 0
[2025-11-26 23:32:2:120] P9078_AxisHome[0-0], rc: 0
[2025-11-26 23:32:2:689] P9078_AxisSetCommandPosition[0-0], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:690] P9078_AxisSetCommandPosition[0-3], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:691] P9078_AxisSetActualPosition[0-0], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:692] P9078_AxisSetActualPosition[0-3], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:693] P9078_AxisAbort[0-0], rc: 0
[2025-11-26 23:32:2:694] P9078_AxisAbort[0-3], rc: 0
[2025-11-26 23:32:2:704] P9078_AxisSetCommandPosition[0-3], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:705] P9078_AxisSetCommandPosition[0-0], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:706] P9078_AxisSetActualPosition[0-3], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:707] P9078_AxisSetActualPosition[0-0], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:736] P9078_AxisSetCommandPosition[1-3], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:738] P9078_AxisSetActualPosition[1-3], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:739] P9078_AxisAbort[1-3], rc: 0
[2025-11-26 23:32:2:752] P9078_AxisSetCommandPosition[1-3], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:753] P9078_AxisSetActualPosition[1-3], pos: 0.000000, rc: 0
[2025-11-26 23:32:2:754] P9078_AxisSetParameter[0-1] PN: 1001, PV: 50000, rc: 0
[2025-11-26 23:32:2:754] P9078_AxisSetParameter[1-2] PN: 1001, PV: 83333, rc: 0
[2025-11-26 23:32:2:755] P9078_AxisSetParameter[0-4] PN: 1001, PV: 50000, rc: 0
[2025-11-26 23:32:2:755] P9078_AxisSetHomingParams[1-2], home: 0.000000, offset: 0.000000, final_vel: -15.000000, search_vel: -30.000000, latch_vel: 3.000000, use_index:0, rc: 0
[2025-11-26 23:32:2:756] P9078_AxisSetHomingParams[0-1], home: 0.000000, offset: 0.000000, final_vel: -5.000000, search_vel: -10.000000, latch_vel: 1.000000, use_index:0, rc: 0
[2025-11-26 23:32:2:756] P9078_AxisHome[1-2], rc: 0
[2025-11-26 23:32:2:757] P9078_AxisSetHomingParams[0-4], home: 0.000000, offset: 0.000000, final_vel: -5.000000, search_vel: -10.000000, latch_vel: 1.000000, use_index:0, rc: 0
[2025-11-26 23:32:2:758] P9078_AxisHome[0-1], rc: 0
[2025-11-26 23:32:2:759] P9078_AxisHome[0-4], rc: 0
[2025-11-26 23:32:3:308] P9078_AxisSetCommandPosition[0-1], pos: 0.000000, rc: 0
[2025-11-26 23:32:3:310] P9078_AxisSetActualPosition[0-1], pos: 0.000000, rc: 0
[2025-11-26 23:32:3:311] P9078_AxisAbort[0-1], rc: 0
[2025-11-26 23:32:3:324] P9078_AxisSetCommandPosition[0-1], pos: 0.000000, rc: 0
[2025-11-26 23:32:3:325] P9078_AxisSetCommandPosition[0-4], pos: 0.000000, rc: 0
[2025-11-26 23:32:3:326] P9078_AxisSetActualPosition[0-1], pos: 0.000000, rc: 0
[2025-11-26 23:32:3:327] P9078_AxisSetActualPosition[0-4], pos: 0.000000, rc: 0
[2025-11-26 23:32:3:328] P9078_AxisAbort[0-4], rc: 0
[2025-11-26 23:32:3:340] P9078_AxisSetCommandPosition[0-4], pos: 0.000000, rc: 0
[2025-11-26 23:32:3:341] P9078_AxisSetActualPosition[0-4], pos: 0.000000, rc: 0
[2025-11-26 23:32:3:452] P9078_AxisSetCommandPosition[1-2], pos: 0.000000, rc: 0
[2025-11-26 23:32:3:453] P9078_AxisSetActualPosition[1-2], pos: 0.000000, rc: 0
[2025-11-26 23:32:3:454] P9078_AxisAbort[1-2], rc: 0
[2025-11-26 23:32:3:468] P9078_AxisSetCommandPosition[1-2], pos: 0.000000, rc: 0
[2025-11-26 23:32:3:469] P9078_AxisSetActualPosition[1-2], pos: 0.000000, rc: 0
[2025-11-26 23:32:3:550] P9078_AxisAbsJog[0-3], pos: 0.010000, vel: 50.000000, rc: 0
[2025-11-26 23:32:3:675] P9078_AxisAbsJog[0-4], pos: 139.000000, vel: 50.000000, rc: 0
[2025-11-26 23:32:7:64] P9078_AxisAbsJog[0-1], pos: 0.670000, vel: 50.000000, rc: 0
[2025-11-26 23:32:7:277] P9078_AxisAbsJog[0-0], pos: 105.970000, vel: 50.000000, rc: 0
[2025-11-26 23:32:7:279] P9078_AxisAbsJog[0-2], pos: 6.000000, vel: 10.000000, rc: 0
[2025-11-26 23:32:9:932] P9078_AxisAbsJog[1-2], pos: 1.200000, vel: 50.000000, rc: 0
[2025-11-26 23:32:9:935] P9078_AxisAbsJog[1-0], pos: 35.650000, vel: 20.000000, rc: 0
[2025-11-26 23:32:15:498] P9078_AxisAbsJog[1-2], pos: 212.825000, vel: 50.000000, rc: 0
[2025-11-26 23:32:23:333] P9078_AxisAbsJog[0-0], pos: 0.010000, vel: 50.000000, rc: 0
[2025-11-26 23:32:25:961] P9078_AxisAbsJog[0-2], pos: 0.000000, vel: 10.000000, rc: 0
[2025-11-26 23:34:35:503] P9078_AxisAbsJog[0-1], pos: 139.000000, vel: 50.000000, rc: 0
[2025-11-26 23:34:35:504] P9078_AxisAbsJog[0-4], pos: 0.800000, vel: 50.000000, rc: 0
[2025-11-26 23:34:38:893] P9078_AxisAbsJog[0-0], pos: 126.594000, vel: 50.000000, rc: 0
[2025-11-26 23:34:41:953] P9078_AxisAbsJog[0-1], pos: 151.109000, vel: 50.000000, rc: 0
[2025-11-26 23:34:42:669] P9078_AxisAbsJog[0-2], pos: 8.200000, vel: 1.000000, rc: 0
[2025-11-26 23:36:9:457] P9078_AxisAbsJog[1-3], pos: 92.256000, vel: 50.000000, rc: 0
[2025-11-26 23:36:11:939] P9078_AxisAbsJog[1-5], pos: 10.739500, vel: 50.000000, rc: 0
[2025-11-26 23:36:12:681] P9078_AxisAbsJog[1-4], pos: 13.200000, vel: 50.000000, rc: 0
[2025-11-26 23:36:20:265] P9078_AxisAbsJog[1-3], pos: 8.770400, vel: 50.000000, rc: 0
[2025-11-26 23:36:22:573] P9078_AxisAbsJog[1-5], pos: 10.250600, vel: 50.000000, rc: 0
[2025-11-26 23:36:22:736] P9078_AxisAbsJog[1-4], pos: 14.382200, vel: 50.000000, rc: 0
[2025-11-26 23:36:29:355] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:36:29:367] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:36:29:388] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:36:29:388] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:36:29:399] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:36:29:415] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:36:29:417] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:36:29:418] P9078_TrajLinearMoveEx[1] end: 8.770400, 14.382200, 10.250600, 0.000000, 0.000000, 0.000000, vel: 2.000000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:36:29:420] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:36:29:420] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:36:29:421] P9078_TrajLinearMoveEx[1] end: 8.765400, 14.382200, 10.250600, 0.000000, 0.000000, 0.000000, vel: 2.000000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:36:29:421] P9078_TrajSetMotionId[1] id: 3, rc: 0
[2025-11-26 23:36:29:422] P9078_TrajCircularMoveEx[1] end: 8.570400, 14.382200, 10.250600, 0.000000, 0.000000, 0.000000, center: 8.770400, 14.382200, 10.250600, normal: 0.000000, 1.000000, 0.000000, turn: 39, vel: 2.000000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:36:42:437] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:36:42:453] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:36:42:468] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:36:42:484] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:36:43:756] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:36:43:772] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:36:43:788] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:36:43:788] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:36:43:804] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:36:43:820] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:36:43:820] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:36:43:821] P9078_TrajLinearMoveEx[1] end: 8.770400, 14.392200, 10.250600, 0.000000, 0.000000, 0.000000, vel: 2.000000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:36:43:822] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:36:43:822] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:36:43:823] P9078_TrajLinearMoveEx[1] end: 8.775400, 14.392200, 10.250600, 0.000000, 0.000000, 0.000000, vel: 2.000000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:36:43:823] P9078_TrajSetMotionId[1] id: 3, rc: 0
[2025-11-26 23:36:43:824] P9078_TrajCircularMoveEx[1] end: 8.970400, 14.392200, 10.250600, 0.000000, 0.000000, 0.000000, center: 8.770400, 14.392200, 10.250600, normal: 0.000000, 1.000000, 0.000000, turn: 39, vel: 2.000000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:36:56:970] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:36:56:986] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:36:57:0] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:36:57:16] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:36:57:104] P9078_AxisAbsJog[1-5], pos: 10.236600, vel: 3.000000, rc: 0
[2025-11-26 23:36:57:105] P9078_AxisAbsJog[1-3], pos: 8.856400, vel: 3.000000, rc: 0
[2025-11-26 23:36:57:318] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:36:57:333] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:36:57:349] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:36:57:349] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:36:57:364] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:36:57:380] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:36:57:380] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:36:57:381] P9078_TrajLinearMoveEx[1] end: 8.796353, 14.392200, 10.266583, 0.000000, 0.000000, 0.000000, vel: 0.100000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:36:57:382] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:36:57:382] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:36:57:383] P9078_TrajLinearMoveEx[1] end: 8.976353, 14.392200, 10.266583, 0.000000, 0.000000, 0.000000, vel: 0.100000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:36:57:384] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:36:59:922] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:36:59:938] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:36:59:955] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:36:59:970] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:0:64] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:0:79] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:0:95] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:37:0:95] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:0:112] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:37:0:128] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:37:0:128] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:37:0:129] P9078_TrajLinearMoveEx[1] end: 8.976353, 14.392200, 10.266583, 0.000000, 0.000000, 0.000000, vel: 0.100000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:37:0:130] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:37:0:130] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:37:0:131] P9078_TrajLinearMoveEx[1] end: 8.796353, 14.392200, 10.266583, 0.000000, 0.000000, 0.000000, vel: 0.100000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:37:0:132] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:37:2:16] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:2:32] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:2:48] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:2:64] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:2:100] P9078_AxisAbsJog[1-5], pos: 10.236600, vel: 3.000000, rc: 0
[2025-11-26 23:37:2:101] P9078_AxisAbsJog[1-3], pos: 8.856400, vel: 3.000000, rc: 0
[2025-11-26 23:37:2:303] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:2:319] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:2:335] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:37:2:335] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:2:352] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:37:2:368] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:37:2:368] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:37:2:369] P9078_TrajLinearMoveEx[1] end: 8.876010, 14.392200, 10.176600, 0.000000, 0.000000, 0.000000, vel: 0.100000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:37:2:370] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:37:2:370] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:37:2:371] P9078_TrajLinearMoveEx[1] end: 8.876010, 14.392200, 10.356600, 0.000000, 0.000000, 0.000000, vel: 0.100000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:37:2:372] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:37:4:891] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:4:908] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:4:923] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:4:938] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:5:34] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:5:50] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:5:66] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:37:5:66] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:5:83] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:37:5:97] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:37:5:98] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:37:5:99] P9078_TrajLinearMoveEx[1] end: 8.876010, 14.392200, 10.356600, 0.000000, 0.000000, 0.000000, vel: 0.100000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:37:5:100] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:37:5:100] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:37:5:101] P9078_TrajLinearMoveEx[1] end: 8.876010, 14.392200, 10.176600, 0.000000, 0.000000, 0.000000, vel: 0.100000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:37:5:102] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:37:6:991] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:7:8] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:7:24] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:7:39] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:7:76] P9078_AxisAbsJog[1-5], pos: 10.236600, vel: 3.000000, rc: 0
[2025-11-26 23:37:7:77] P9078_AxisAbsJog[1-3], pos: 8.856400, vel: 3.000000, rc: 0
[2025-11-26 23:37:7:277] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:7:292] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:7:308] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:37:7:309] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:7:325] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:37:7:340] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:37:7:340] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:37:7:341] P9078_TrajLinearMoveEx[1] end: 8.786000, 14.392200, 10.281728, 0.000000, 0.000000, 0.000000, vel: 0.100000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:37:7:342] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:37:7:342] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:37:7:343] P9078_TrajLinearMoveEx[1] end: 8.966000, 14.392200, 10.281728, 0.000000, 0.000000, 0.000000, vel: 0.100000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:37:7:344] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:37:10:63] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:10:79] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:10:96] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:10:111] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:10:207] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:10:223] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:10:238] P9078_TrajEnable[1], rc: 0
[2025-11-26 23:37:10:238] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:10:254] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-26 23:37:10:271] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-26 23:37:10:271] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-26 23:37:10:272] P9078_TrajLinearMoveEx[1] end: 8.966000, 14.392200, 10.281728, 0.000000, 0.000000, 0.000000, vel: 0.100000, acc: 80.000000, type: 0, rc: 0
[2025-11-26 23:37:10:273] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:37:10:273] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-26 23:37:10:274] P9078_TrajLinearMoveEx[1] end: 8.786000, 14.392200, 10.281728, 0.000000, 0.000000, 0.000000, vel: 0.100000, acc: 80.000000, type: 1, rc: 0
[2025-11-26 23:37:10:275] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-26 23:37:12:150] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:12:165] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:12:181] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:12:197] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-26 23:37:12:230] P9078_AxisAbsJog[1-5], pos: 10.236600, vel: 3.000000, rc: 0
[2025-11-26 23:37:12:231] P9078_AxisAbsJog[1-3], pos: 8.856400, vel: 3.000000, rc: 0
[2025-11-26 23:37:12:435] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-26 23:37:12:449] P9078_TrajCombineAxes[1] 0x0, rc: 0
