[2025-11-26 14:18:26:226] P9078_AxisSetParameter[0-0] PN: 1202, PV: 1, rc: 0
[2025-12-11 4:20:27:221] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:27:222] P9078_TrajLinearMoveEx[1] end: 8.785000, 14.363568, 10.263300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:27:223] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:27:223] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:27:224] P9078_TrajLinearMoveEx[1] end: 8.985000, 14.363568, 10.263300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:27:225] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:29:448] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:29:465] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:29:480] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:29:496] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:29:591] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:29:607] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:29:623] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:29:623] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:29:640] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:29:655] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:29:656] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:29:656] P9078_TrajLinearMoveEx[1] end: 8.985000, 14.363568, 10.263300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:29:658] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:29:658] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:29:659] P9078_TrajLinearMoveEx[1] end: 8.785000, 14.363568, 10.263300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:29:660] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:31:74] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:31:90] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:31:107] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:31:122] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:31:268] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:20:31:271] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:20:31:274] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:20:31:488] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:31:504] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:31:520] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:31:520] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:31:536] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:31:552] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:31:552] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:31:553] P9078_TrajLinearMoveEx[1] end: 8.884734, 14.363600, 10.163300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:31:554] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:31:554] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:31:555] P9078_TrajLinearMoveEx[1] end: 8.884734, 14.363600, 10.363300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:31:556] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:33:669] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:33:685] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:33:700] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:33:716] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:33:810] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:33:826] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:33:843] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:33:843] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:33:859] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:33:865] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:33:865] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:33:866] P9078_TrajLinearMoveEx[1] end: 8.884734, 14.363600, 10.363300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:33:867] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:33:867] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:33:868] P9078_TrajLinearMoveEx[1] end: 8.884734, 14.363600, 10.163300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:33:869] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:35:288] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:35:304] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:35:321] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:35:336] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:35:481] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:20:35:483] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:20:35:485] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:20:35:701] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:35:717] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:35:733] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:35:733] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:35:750] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:35:765] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:35:767] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:35:767] P9078_TrajLinearMoveEx[1] end: 8.784700, 14.363600, 10.263033, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:35:769] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:35:769] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:35:770] P9078_TrajLinearMoveEx[1] end: 8.984700, 14.363600, 10.263033, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:35:771] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:38:24] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:38:44] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:38:59] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:38:75] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:38:171] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:38:187] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:38:204] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:38:204] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:38:220] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:38:235] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:38:236] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:38:236] P9078_TrajLinearMoveEx[1] end: 8.984700, 14.363600, 10.263033, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:38:237] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:38:238] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:38:239] P9078_TrajLinearMoveEx[1] end: 8.784700, 14.363600, 10.263033, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:38:240] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:39:637] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:39:653] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:39:669] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:39:685] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:39:829] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:20:39:831] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:20:39:833] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:20:40:51] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:40:66] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:40:82] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:40:82] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:40:98] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:40:115] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:40:115] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:40:116] P9078_TrajLinearMoveEx[1] end: 8.884671, 14.363600, 10.163000, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:40:117] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:40:117] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:40:118] P9078_TrajLinearMoveEx[1] end: 8.884671, 14.363600, 10.363000, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:40:119] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:42:247] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:42:263] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:42:279] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:42:295] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:42:390] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:42:406] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:42:422] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:42:422] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:42:438] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:42:455] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:42:455] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:42:456] P9078_TrajLinearMoveEx[1] end: 8.884671, 14.363600, 10.363000, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:42:457] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:42:457] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:42:458] P9078_TrajLinearMoveEx[1] end: 8.884671, 14.363600, 10.163000, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:42:459] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:43:866] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:43:882] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:43:898] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:43:914] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:44:58] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:20:44:60] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:20:44:62] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:20:44:279] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:44:295] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:44:311] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:44:311] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:44:328] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:44:344] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:44:344] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:44:345] P9078_TrajLinearMoveEx[1] end: 8.884700, 14.323600, 10.263447, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:44:346] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:44:346] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:44:347] P9078_TrajLinearMoveEx[1] end: 8.884700, 14.403600, 10.263447, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:44:348] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:46:109] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:46:125] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:46:141] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:46:157] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:46:254] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:46:269] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:46:285] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:46:285] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:46:301] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:46:318] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:46:318] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:46:319] P9078_TrajLinearMoveEx[1] end: 8.884700, 14.403600, 10.263447, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:46:320] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:46:320] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:46:321] P9078_TrajLinearMoveEx[1] end: 8.884700, 14.323600, 10.263447, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:46:322] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:46:939] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:46:955] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:46:971] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:46:986] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:47:42] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:20:47:44] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:20:47:46] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:20:47:431] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:47:446] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:47:462] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:47:463] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:47:478] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:47:493] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:47:493] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:47:494] P9078_TrajLinearMoveEx[1] end: 8.784700, 14.365618, 10.263400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:47:495] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:47:495] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:47:496] P9078_TrajLinearMoveEx[1] end: 8.984700, 14.365618, 10.263400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:47:497] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:49:704] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:49:720] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:49:736] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:49:752] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:49:847] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:49:863] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:49:879] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:49:880] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:49:895] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:49:911] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:49:911] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:49:912] P9078_TrajLinearMoveEx[1] end: 8.984700, 14.365618, 10.263400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:49:913] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:49:913] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:49:914] P9078_TrajLinearMoveEx[1] end: 8.784700, 14.365618, 10.263400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:49:915] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:51:331] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:51:345] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:51:361] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:51:377] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:51:522] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:20:51:525] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:20:51:527] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:20:51:743] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:51:759] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:51:775] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:51:776] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:51:791] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:51:807] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:51:807] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:51:808] P9078_TrajLinearMoveEx[1] end: 8.884124, 14.365600, 10.163400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:51:810] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:51:810] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:51:810] P9078_TrajLinearMoveEx[1] end: 8.884124, 14.365600, 10.363400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:51:811] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:53:927] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:53:943] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:53:959] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:53:974] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:54:70] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:54:86] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:54:102] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:54:102] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:54:119] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:54:134] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:54:135] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:54:135] P9078_TrajLinearMoveEx[1] end: 8.884124, 14.365600, 10.363400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:54:137] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:54:137] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:54:138] P9078_TrajLinearMoveEx[1] end: 8.884124, 14.365600, 10.163400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:54:139] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:55:550] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:55:565] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:55:581] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:55:597] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:55:745] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:20:55:749] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:20:55:753] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:20:55:965] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:55:980] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:55:996] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:55:997] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:56:12] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:56:28] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:56:28] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:20:56:29] P9078_TrajLinearMoveEx[1] end: 8.784100, 14.365600, 10.263135, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:56:30] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:56:30] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:56:31] P9078_TrajLinearMoveEx[1] end: 8.984100, 14.365600, 10.263135, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:56:32] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:58:258] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:58:275] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:58:290] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:58:306] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:58:401] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:58:417] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:58:434] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:20:58:434] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:58:450] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:20:58:465] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:20:58:465] P9078_TrajSetMotionId[1] id: 1, rc: 0
